Species,sample_start_date,sample_end_date,value,sample_location_info,sample_lat_DD,sample_long_DD
Anopheles quadrimaculatus,6/24/13,6/25/13,1,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,6/27/13,6/28/13,27,French,27.603067,-82.535717
Anopheles quadrimaculatus,6/27/13,6/28/13,12,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,7/1/13,7/2/13,83,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,7/1/13,7/2/13,88,Race Track,27.474551,-82.324001
Anopheles quadrimaculatus,7/1/13,7/2/13,115,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,7/1/13,7/2/13,22,Bradley Rd.,27.60315,-82.098133
Anopheles quadrimaculatus,7/3/13,7/4/13,122,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,7/4/13,7/5/13,3,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,7/8/13,7/9/13,13,Bunker Hill Church,27.591467,-82.19985
Anopheles quadrimaculatus,7/9/13,7/10/13,1,Church,27.600978,-82.529357
Anopheles quadrimaculatus,7/10/13,7/11/13,7,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,7/10/13,7/11/13,4,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,7/10/13,7/11/13,28,Jamie's Way,27.46357,-82.30379
Anopheles quadrimaculatus,7/11/13,7/12/13,9,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,7/12/13,7/13/13,169,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,7/12/13,7/13/13,1314,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,7/12/13,7/13/13,13,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,7/15/13,7/16/13,2,Church,27.600978,-82.529357
Anopheles quadrimaculatus,7/15/13,7/16/13,92,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,7/15/13,7/16/13,9,Orbans,27.50312,-82.65739
Anopheles quadrimaculatus,7/15/13,7/16/13,93,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,7/15/13,7/16/13,33,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,7/15/13,7/16/13,133,Carlton Rd.,27.613375,-82.123478
Anopheles quadrimaculatus,7/15/13,7/16/13,67,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,7/16/13,7/17/13,308,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,7/17/13,7/18/13,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,7/18/13,7/19/13,64,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,7/18/13,7/19/13,60,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,7/18/13,7/19/13,107,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,7/19/13,7/20/13,201,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,7/22/13,7/23/13,98,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,7/22/13,7/23/13,9,Mossy Hammock,27.286571,-82.23038
Anopheles quadrimaculatus,7/23/13,7/24/13,22,Church,27.600978,-82.529357
Anopheles quadrimaculatus,7/23/13,7/24/13,27,French,27.603067,-82.535717
Anopheles quadrimaculatus,7/23/13,7/24/13,20,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,7/23/13,7/24/13,32,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,7/24/13,7/25/13,2,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,7/24/13,7/25/13,100,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,7/29/13,7/30/13,41,French,27.603067,-82.535717
Anopheles quadrimaculatus,7/29/13,7/30/13,7,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,7/29/13,7/30/13,3,Mullins,27.439449,-82.548928
Anopheles quadrimaculatus,7/29/13,7/30/13,42,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,7/29/13,7/30/13,18,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,7/29/13,7/30/13,3,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,7/29/13,7/30/13,5,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,7/29/13,7/30/13,41,Singletary Rd,27.34712,-82.243525
Anopheles quadrimaculatus,7/29/13,7/30/13,11,Sandy Baptist,27.272953,-82.116503
Anopheles quadrimaculatus,7/29/13,7/30/13,10,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,7/29/13,7/30/13,10,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,7/29/13,7/30/13,50,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,7/29/13,7/30/13,7,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,7/30/13,7/31/13,3,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,7/30/13,7/31/13,6,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,7/31/13,8/1/13,17,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,7/31/13,8/1/13,21,French,27.603067,-82.535717
Anopheles quadrimaculatus,7/31/13,8/1/13,16,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,7/31/13,8/1/13,3,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,7/31/13,8/1/13,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,8/1/13,8/2/13,25,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/1/13,8/2/13,37,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/1/13,8/2/13,40,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/1/13,8/2/13,7,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/1/13,8/2/13,22,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/5/13,8/6/13,4,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,8/5/13,8/6/13,18,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,8/5/13,8/6/13,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/5/13,8/6/13,3,Mullins,27.439449,-82.548928
Anopheles quadrimaculatus,8/5/13,8/6/13,8,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/5/13,8/6/13,3,Lakewood Ranch,27.419517,-82.4262
Anopheles quadrimaculatus,8/5/13,8/6/13,2,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,8/5/13,8/6/13,26,Jamie's Way,27.46357,-82.30379
Anopheles quadrimaculatus,8/5/13,8/6/13,11,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,8/5/13,8/6/13,10,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/5/13,8/6/13,1,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,8/5/13,8/6/13,2,Lakewood Ranch HS,27.44242,-82.43578
Anopheles quadrimaculatus,8/6/13,8/7/13,72,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/6/13,8/7/13,26,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/6/13,8/7/13,48,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/6/13,8/7/13,8,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/6/13,8/7/13,4,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,8/6/13,8/7/13,6,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,8/7/13,8/8/13,51,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/7/13,8/8/13,34,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/7/13,8/8/13,33,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/7/13,8/8/13,6,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/8/13,8/9/13,45,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/8/13,8/9/13,56,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/8/13,8/9/13,53,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/8/13,8/9/13,12,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/9/13,8/10/13,35,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/12/13,8/13/13,2,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/12/13,8/13/13,154,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/12/13,8/13/13,14,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/12/13,8/13/13,26,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/12/13,8/13/13,57,Port,27.640483,-82.552667
Anopheles quadrimaculatus,8/12/13,8/13/13,6,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,8/12/13,8/13/13,10,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,8/12/13,8/13/13,8,Carrs,27.554018,-82.545481
Anopheles quadrimaculatus,8/12/13,8/13/13,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/12/13,8/13/13,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/12/13,8/13/13,5,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,8/12/13,8/13/13,16,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/12/13,8/13/13,21,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,8/12/13,8/13/13,8,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,8/12/13,8/13/13,9,Lakewood Ranch,27.419517,-82.4262
Anopheles quadrimaculatus,8/12/13,8/13/13,14,Soccer Field,27.426485,-82.376623
Anopheles quadrimaculatus,8/12/13,8/13/13,12,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,8/12/13,8/13/13,4,Race Track,27.474551,-82.324001
Anopheles quadrimaculatus,8/12/13,8/13/13,6,Mossy Hammock,27.286571,-82.23038
Anopheles quadrimaculatus,8/12/13,8/13/13,5,Sandy Baptist,27.272953,-82.116503
Anopheles quadrimaculatus,8/12/13,8/13/13,8,Wauchula Rd.,27.426958,-82.133258
Anopheles quadrimaculatus,8/12/13,8/13/13,7,Prichard Rd.,27.639167,-82.417083
Anopheles quadrimaculatus,8/12/13,8/13/13,26,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/12/13,8/13/13,1,Colonial Baptist Church,27.475697,-82.613417
Anopheles quadrimaculatus,8/13/13,8/14/13,25,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/13/13,8/14/13,3,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/13/13,8/14/13,35,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/13/13,8/14/13,74,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/13/13,8/14/13,53,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/13/13,8/14/13,10,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,8/14/13,8/15/13,15,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/14/13,8/15/13,1,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/14/13,8/15/13,31,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/14/13,8/15/13,8,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/15/13,8/16/13,3,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/15/13,8/16/13,23,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/15/13,8/16/13,18,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/15/13,8/16/13,43,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/19/13,8/20/13,61,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/19/13,8/20/13,25,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/19/13,8/20/13,44,Port,27.640483,-82.552667
Anopheles quadrimaculatus,8/19/13,8/20/13,13,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,8/19/13,8/20/13,3,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/19/13,8/20/13,2,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,8/19/13,8/20/13,10,Jamie's Way,27.46357,-82.30379
Anopheles quadrimaculatus,8/19/13,8/20/13,4,South 675,27.40779,-82.304
Anopheles quadrimaculatus,8/19/13,8/20/13,1,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,8/20/13,8/21/13,9,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/20/13,8/21/13,7,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/21/13,8/22/13,1,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/21/13,8/22/13,9,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/21/13,8/22/13,6,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/22/13,8/23/13,2,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/22/13,8/23/13,11,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/22/13,8/23/13,38,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/22/13,8/23/13,42,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/22/13,8/23/13,66,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/22/13,8/23/13,91,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,8/22/13,8/23/13,46,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/26/13,8/27/13,2,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,8/26/13,8/27/13,3,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,8/26/13,8/27/13,1,Mullins,27.439449,-82.548928
Anopheles quadrimaculatus,8/26/13,8/27/13,2,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,8/26/13,8/27/13,3,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,8/26/13,8/27/13,22,Prichard Rd.,27.639167,-82.417083
Anopheles quadrimaculatus,8/26/13,8/27/13,14,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/26/13,8/27/13,24,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/28/13,8/29/13,3,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/28/13,8/29/13,25,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/28/13,8/29/13,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/30/13,8/31/13,34,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/3/13,9/4/13,2,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/3/13,9/4/13,24,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/3/13,9/4/13,7,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/3/13,9/4/13,4,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/3/13,9/4/13,3,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,9/4/13,9/5/13,11,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/4/13,9/5/13,63,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/4/13,9/5/13,51,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/4/13,9/5/13,11,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/4/13,9/5/13,8,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/5/13,9/6/13,20,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,9/5/13,9/6/13,23,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/5/13,9/6/13,27,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/5/13,9/6/13,14,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/5/13,9/6/13,17,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/5/13,9/6/13,17,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/9/13,9/10/13,32,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/9/13,9/10/13,12,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/9/13,9/10/13,3,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/9/13,9/10/13,1,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,9/9/13,9/10/13,4,Carrs,27.554018,-82.545481
Anopheles quadrimaculatus,9/9/13,9/10/13,6,Bolleteries Soccer field,27.447151,-82.62052
Anopheles quadrimaculatus,9/9/13,9/10/13,1,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,9/9/13,9/10/13,15,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/9/13,9/10/13,50,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/9/13,9/10/13,12,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,9/9/13,9/10/13,1,Magnolia Manor,27.481256,-82.48042
Anopheles quadrimaculatus,9/9/13,9/10/13,2,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,9/9/13,9/10/13,2,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,9/9/13,9/10/13,66,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,9/9/13,9/10/13,1,Prichard Rd.,27.639167,-82.417083
Anopheles quadrimaculatus,9/9/13,9/10/13,12,Erie Rd.,27.574079,-82.5041
Anopheles quadrimaculatus,9/9/13,9/10/13,6,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/9/13,9/10/13,1,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,9/9/13,9/10/13,3,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,9/10/13,9/11/13,56,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/10/13,9/11/13,12,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/10/13,9/11/13,103,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/10/13,9/11/13,6,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/10/13,9/11/13,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/11/13,9/12/13,19,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,9/11/13,9/12/13,35,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/11/13,9/12/13,20,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/11/13,9/12/13,47,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/11/13,9/12/13,177,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/11/13,9/12/13,6,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/11/13,9/12/13,3,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/11/13,9/12/13,7,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/11/13,9/12/13,5,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/12/13,9/13/13,48,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/12/13,9/13/13,11,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/12/13,9/13/13,9,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/12/13,9/13/13,14,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/16/13,9/17/13,4,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/16/13,9/17/13,13,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/16/13,9/17/13,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/16/13,9/17/13,1,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,9/16/13,9/17/13,7,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,9/16/13,9/17/13,6,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/16/13,9/17/13,5,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,9/16/13,9/17/13,12,Jamie's Way,27.46357,-82.30379
Anopheles quadrimaculatus,9/16/13,9/17/13,11,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/16/13,9/17/13,6,Bunker Hill Church,27.591467,-82.19985
Anopheles quadrimaculatus,9/16/13,9/17/13,3,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,9/16/13,9/17/13,1,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,9/17/13,9/18/13,56,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/17/13,9/18/13,30,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/17/13,9/18/13,11,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/17/13,9/18/13,11,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/18/13,9/19/13,6,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/18/13,9/19/13,9,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/18/13,9/19/13,17,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/19/13,9/20/13,8,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/19/13,9/20/13,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/23/13,9/24/13,36,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/23/13,9/24/13,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,9/23/13,9/24/13,1,Manatee HS,27.48887,-82.59214
Anopheles quadrimaculatus,9/23/13,9/24/13,30,Race Track,27.474551,-82.324001
Anopheles quadrimaculatus,9/23/13,9/24/13,8,Erie Rd.,27.574079,-82.5041
Anopheles quadrimaculatus,9/23/13,9/24/13,20,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/23/13,9/24/13,5,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/23/13,9/24/13,49,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,9/24/13,9/25/13,91,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/25/13,9/26/13,11,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/26/13,9/27/13,3,Apple,27.41218,-82.28757
Anopheles quadrimaculatus,9/27/13,9/28/13,10,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/27/13,9/28/13,10,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/27/13,9/28/13,10,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,9/27/13,9/28/13,13,Magnolia Manor,27.481256,-82.48042
Anopheles quadrimaculatus,9/27/13,9/28/13,10,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/30/13,10/1/13,2,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,9/30/13,10/1/13,14,Carrs,27.554018,-82.545481
Anopheles quadrimaculatus,9/30/13,10/1/13,1,Mullins,27.439449,-82.548928
Anopheles quadrimaculatus,9/30/13,10/1/13,4,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/30/13,10/1/13,5,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/30/13,10/1/13,36,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,9/30/13,10/1/13,4,Magnolia Manor,27.481256,-82.48042
Anopheles quadrimaculatus,9/30/13,10/1/13,2,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,9/30/13,10/1/13,3,Bear Bay Rd.,27.47078,-82.16993
Anopheles quadrimaculatus,9/30/13,10/1/13,12,Erie Rd.,27.574079,-82.5041
Anopheles quadrimaculatus,9/30/13,10/1/13,6,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/30/13,10/1/13,9,Bradley Rd.,27.60315,-82.098133
Anopheles quadrimaculatus,9/30/13,10/1/13,6,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,9/30/13,10/1/13,5,Lakewood Ranch HS,27.44242,-82.43578
Anopheles quadrimaculatus,9/30/13,10/1/13,58,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,10/1/13,10/2/13,2,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,10/1/13,10/2/13,19,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,10/1/13,10/2/13,12,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,10/2/13,10/3/13,13,French,27.603067,-82.535717
Anopheles quadrimaculatus,10/2/13,10/3/13,16,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,10/2/13,10/3/13,2,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,10/3/13,10/4/13,97,Myakka,27.349733,-82.157581
Anopheles quadrimaculatus,10/3/13,10/4/13,38,French,27.603067,-82.535717
Anopheles quadrimaculatus,10/3/13,10/4/13,14,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,10/7/13,10/8/13,6,Church,27.600978,-82.529357
Anopheles quadrimaculatus,10/7/13,10/8/13,29,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,10/7/13,10/8/13,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,10/7/13,10/8/13,2,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,10/7/13,10/8/13,24,Carrs,27.554018,-82.545481
Anopheles quadrimaculatus,10/7/13,10/8/13,1,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,10/7/13,10/8/13,2,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,10/7/13,10/8/13,2,Lakewood Ranch,27.419517,-82.4262
Anopheles quadrimaculatus,10/7/13,10/8/13,5,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,10/7/13,10/8/13,3,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,10/7/13,10/8/13,24,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,10/7/13,10/8/13,1,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,10/7/13,10/8/13,48,Palmetto Ball Park,27.531,-82.58235
Anopheles quadrimaculatus,10/7/13,10/8/13,1,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,10/7/13,10/8/13,1,Lakewood Ranch HS,27.44242,-82.43578
Anopheles quadrimaculatus,10/7/13,10/8/13,18,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,10/8/13,10/9/13,10,French,27.603067,-82.535717
Anopheles quadrimaculatus,10/8/13,10/9/13,2,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,10/8/13,10/9/13,7,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,10/9/13,10/10/13,9,French,27.603067,-82.535717
Anopheles quadrimaculatus,10/9/13,10/10/13,7,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,10/9/13,10/10/13,110,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,10/10/13,10/11/13,7,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,10/14/13,10/15/13,1,Church,27.600978,-82.529357
Anopheles quadrimaculatus,10/14/13,10/15/13,6,French,27.603067,-82.535717
Anopheles quadrimaculatus,10/14/13,10/15/13,2,Frog Creek,27.590917,-82.548
